star,hjd,dv,err
EKDRA,2451326.78386,+0.089,0.008
EKDRA,2451327.67771,+0.115,0.003
EKDRA,2451327.73985,+0.108,0.004
EKDRA,2451327.82442,+0.099,0.003
EKDRA,2451329.82710,+0.098,0.007
EKDRA,2451330.68531,+0.088,0.002
EKDRA,2451330.73702,+0.085,0.004
EKDRA,2451331.82178,+0.082,0.014
EKDRA,2451333.68635,+0.053,0.003
EKDRA,2451333.73778,+0.057,0.002
EKDRA,2451334.68674,+0.089,0.004
EKDRA,2451334.73820,+0.091,0.005
EKDRA,2451334.81412,+0.082,0.002
EKDRA,2451335.68710,+0.104,0.002
EKDRA,2451335.73864,+0.107,0.001
EKDRA,2451335.81043,+0.101,0.003
EKDRA,2451336.68597,+0.072,0.002
EKDRA,2451336.73629,+0.074,0.002
EKDRA,2451336.80812,+0.079,0.004
EKDRA,2451337.68263,+0.082,0.003
EKDRA,2451337.73302,+0.079,0.003
EKDRA,2451337.80483,+0.080,0.016
EKDRA,2451338.68299,+0.077,0.003
EKDRA,2451338.76084,+0.072,0.004
EKDRA,2451338.80268,+0.063,0.007
EKDRA,2451339.68721,+0.095,0.002
EKDRA,2451339.73567,+0.088,0.002
EKDRA,2451340.73596,+0.093,0.004
EKDRA,2451341.68783,+0.071,0.002
EKDRA,2451341.75472,+0.069,0.001
EKDRA,2451342.76259,+0.082,0.003
EKDRA,2451342.80310,+0.078,0.001
EKDRA,2451343.75271,+0.100,0.003
EKDRA,2451344.69144,+0.091,0.003
EKDRA,2451344.75343,+0.101,0.005
EKDRA,2451348.68393,+0.077,0.006
EKDRA,2451348.74572,+0.093,0.014
EKDRA,2451349.75219,+0.091,0.007
EKDRA,2451350.68424,+0.076,0.004
EKDRA,2451350.75088,+0.083,0.008
EKDRA,2451350.78145,+0.079,0.008
EKDRA,2451351.67165,+0.077,0.004
EKDRA,2451351.70251,+0.064,0.003
EKDRA,2451351.76674,+0.081,0.014
EKDRA,2451352.67856,+0.113,0.005
EKDRA,2451352.72828,+0.103,0.003
EKDRA,2451353.75333,+0.082,0.006
EKDRA,2451354.68162,+0.070,0.003
EKDRA,2451354.73898,+0.066,0.003
EKDRA,2451355.73703,+0.096,0.006
EKDRA,2451355.76758,+0.095,0.005
EKDRA,2451359.76493,+0.060,0.006
EKDRA,2451360.68042,+0.103,0.006
EKDRA,2451360.73259,+0.099,0.003
EKDRA,2451532.05630,+0.106,0.005
EKDRA,2451533.05694,+0.106,0.004
EKDRA,2451534.05468,+0.103,0.004
EKDRA,2451537.04761,+0.129,0.006
EKDRA,2451537.05129,+0.111,0.006
EKDRA,2451538.04501,+0.080,0.005
EKDRA,2451538.04870,+0.081,0.003
EKDRA,2451538.05240,+0.074,0.002
EKDRA,2451540.03804,+0.120,0.002
EKDRA,2451540.04170,+0.122,0.002
EKDRA,2451541.02984,+0.081,0.008
EKDRA,2451541.03353,+0.080,0.004
EKDRA,2451541.03719,+0.087,0.004
EKDRA,2451545.04564,+0.139,0.006
EKDRA,2451545.04932,+0.140,0.004
EKDRA,2451546.02132,+0.078,0.003
EKDRA,2451546.02501,+0.078,0.003
EKDRA,2451547.01907,+0.099,0.005
EKDRA,2451547.02276,+0.103,0.003
EKDRA,2451547.04784,+0.095,0.003
EKDRA,2451548.01288,+0.128,0.004
EKDRA,2451548.01656,+0.135,0.003
EKDRA,2451549.01430,+0.077,0.002
EKDRA,2451549.01800,+0.082,0.002
EKDRA,2451550.01008,+0.118,0.002
EKDRA,2451550.01378,+0.123,0.003
EKDRA,2451551.00912,+0.098,0.004
EKDRA,2451551.01283,+0.104,0.004
EKDRA,2451552.00591,+0.072,0.003
EKDRA,2451552.00961,+0.077,0.002
EKDRA,2451553.99745,+0.086,0.003
EKDRA,2451554.00115,+0.089,0.003
EKDRA,2451554.99676,+0.082,0.004
EKDRA,2451555.00046,+0.084,0.003
EKDRA,2451555.99299,+0.144,0.002
EKDRA,2451555.99668,+0.142,0.001
EKDRA,2451556.99120,+0.070,0.001
EKDRA,2451556.99490,+0.073,0.001
EKDRA,2451558.98467,+0.116,0.007
EKDRA,2451558.98836,+0.115,0.014
EKDRA,2451559.98308,+0.050,0.002
EKDRA,2451559.98678,+0.057,0.002
EKDRA,2451560.98089,+0.141,0.002
EKDRA,2451560.98460,+0.144,0.002
EKDRA,2451562.97295,+0.076,0.018
EKDRA,2451562.97663,+0.073,0.013
EKDRA,2451563.00418,+0.072,0.001
EKDRA,2451563.96917,+0.122,0.020
EKDRA,2451564.96880,+0.064,0.002
EKDRA,2451564.97251,+0.065,0.001
EKDRA,2451566.96528,+0.109,0.010
EKDRA,2451566.96896,+0.108,0.011
EKDRA,2451569.98014,+0.108,0.002
EKDRA,2451570.95434,+0.080,0.003
EKDRA,2451570.95812,+0.073,0.003
EKDRA,2451571.94943,+0.128,0.002
EKDRA,2451571.95310,+0.127,0.004
EKDRA,2451572.95816,+0.101,0.015
EKDRA,2451573.94787,+0.111,0.004
EKDRA,2451573.95158,+0.107,0.002
EKDRA,2451574.99205,+0.137,0.001
EKDRA,2451574.99697,+0.142,0.001
EKDRA,2451577.93425,+0.123,0.003
EKDRA,2451577.93795,+0.125,0.002
EKDRA,2451578.92939,+0.087,0.003
EKDRA,2451578.93310,+0.094,0.005
EKDRA,2451579.93009,+0.116,0.002
EKDRA,2451579.93381,+0.117,0.002
EKDRA,2451580.92522,+0.095,0.001
EKDRA,2451580.92891,+0.096,0.002
EKDRA,2451581.92225,+0.098,0.002
EKDRA,2451581.92593,+0.098,0.002
EKDRA,2451582.92182,+0.113,0.020
EKDRA,2451582.92552,+0.131,0.004
EKDRA,2451584.91348,+0.093,0.002
EKDRA,2451584.91717,+0.086,0.002
EKDRA,2451585.91074,+0.122,0.002
EKDRA,2451585.91440,+0.122,0.001
EKDRA,2451585.97056,+0.115,0.003
EKDRA,2451586.91202,+0.114,0.001
EKDRA,2451586.91570,+0.110,0.009
EKDRA,2451588.90370,+0.104,0.003
EKDRA,2451588.90740,+0.102,0.003
EKDRA,2451590.89766,+0.102,0.003
EKDRA,2451590.90136,+0.106,0.001
EKDRA,2451591.89711,+0.121,0.005
EKDRA,2451592.89595,+0.080,0.008
EKDRA,2451592.89963,+0.084,0.003
EKDRA,2451594.03647,+0.098,0.001
EKDRA,2451595.88285,+0.093,0.003
EKDRA,2451595.88653,+0.094,0.001
EKDRA,2451601.87162,+0.072,0.002
EKDRA,2451603.87009,+0.095,0.008
EKDRA,2451605.86090,+0.094,0.003
EKDRA,2451605.86459,+0.100,0.004
EKDRA,2451606.85686,+0.059,0.001
EKDRA,2451606.86056,+0.054,0.003
EKDRA,2451607.85406,+0.129,0.003
EKDRA,2451607.85775,+0.127,0.002
EKDRA,2451613.83825,+0.099,0.002
EKDRA,2451613.95407,+0.096,0.005
EKDRA,2451614.83507,+0.065,0.001
EKDRA,2451615.94176,+0.101,0.002
EKDRA,2451618.82563,+0.081,0.002
EKDRA,2451618.96988,+0.087,0.003
EKDRA,2451620.81638,+0.101,0.014
EKDRA,2451621.96641,+0.107,0.003
EKDRA,2451622.95843,+0.084,0.002
EKDRA,2451623.96210,+0.075,0.002
EKDRA,2451628.93915,+0.086,0.002
EKDRA,2451629.92844,+0.090,0.003
EKDRA,2451630.92327,+0.121,0.002
EKDRA,2451632.93658,+0.088,0.003
EKDRA,2451633.98793,+0.114,0.007
EKDRA,2451635.92287,+0.110,0.002
EKDRA,2451637.91490,+0.055,0.003
EKDRA,2451638.91395,+0.152,0.004
EKDRA,2451639.91893,+0.071,0.004
EKDRA,2451640.91435,+0.078,0.012
EKDRA,2451641.90218,+0.138,0.006
EKDRA,2451642.93800,+0.055,0.013
EKDRA,2451644.89827,+0.104,0.005
EKDRA,2451645.92970,+0.042,0.002
EKDRA,2451646.89822,+0.148,0.003
EKDRA,2451647.92316,+0.088,0.004
EKDRA,2451648.95470,+0.075,0.005
EKDRA,2451649.88494,+0.144,0.001
EKDRA,2451650.88334,+0.060,0.002
EKDRA,2451651.85245,+0.114,0.001
EKDRA,2451652.86504,+0.122,0.004
EKDRA,2451653.87606,+0.058,0.003
EKDRA,2451654.87222,+0.127,0.004
EKDRA,2451656.90224,+0.084,0.003
EKDRA,2451657.90067,+0.124,0.003
EKDRA,2451658.91860,+0.078,0.005
EKDRA,2451659.92129,+0.108,0.002
EKDRA,2451661.88965,+0.066,0.007
EKDRA,2451662.88590,+0.104,0.013
EKDRA,2451663.91172,+0.115,0.010
EKDRA,2451664.88081,+0.095,0.003
EKDRA,2451665.89959,+0.112,0.006
EKDRA,2451667.87308,+0.112,0.003
EKDRA,2451668.89139,+0.113,0.007
EKDRA,2451670.86206,+0.100,0.004
EKDRA,2451671.86209,+0.119,0.006
EKDRA,2451674.85413,+0.122,0.006
EKDRA,2451675.85047,+0.102,0.004
EKDRA,2451679.86339,+0.115,0.008
EKDRA,2451681.82900,+0.088,0.003
EKDRA,2451683.85078,+0.109,0.008
EKDRA,2451684.84611,+0.067,0.005
EKDRA,2451685.85140,+0.145,0.003
EKDRA,2451686.84816,+0.099,0.015
EKDRA,2451687.86614,+0.112,0.012
EKDRA,2451688.84323,+0.161,0.008
EKDRA,2451689.83932,+0.085,0.006
EKDRA,2451691.83396,+0.120,0.008
EKDRA,2451693.84617,+0.152,0.004
EKDRA,2451698.81549,+0.110,0.005
EKDRA,2451705.79794,+0.084,0.008
EKDRA,2451706.78780,+0.079,0.012
EKDRA,2451707.79104,+0.163,0.005
EKDRA,2451708.80531,+0.056,0.006
EKDRA,2451710.78202,+0.156,0.004
EKDRA,2451728.74953,+0.107,0.010
EKDRA,2451729.73044,+0.119,0.006
EKDRA,2451731.74415,+0.122,0.011
EKDRA,2451992.81489,+0.083,0.002
EKDRA,2451993.00535,+0.057,0.007
EKDRA,2452035.85578,+0.109,0.001
EKDRA,2452050.84062,+0.135,0.002
EKDRA,2452052.83554,+0.054,0.008
EKDRA,2452054.83318,+0.027,0.003
EKDRA,2452056.82392,+0.101,0.017
EKDRA,2452065.72879,+0.008,0.004
EKDRA,2452067.72311,+0.073,0.003
EKDRA,2452071.78787,+0.096,0.001
EKDRA,2452076.71856,+0.048,0.003
EKDRA,2452078.74604,+0.050,0.005
EKDRA,2452326.03795,+0.091,0.003
EKDRA,2452326.04200,+0.084,0.002
EKDRA,2452327.03842,+0.127,0.003
EKDRA,2452327.04244,+0.121,0.003
EKDRA,2452328.03747,+0.136,0.008
EKDRA,2452328.04149,+0.137,0.004
EKDRA,2452329.03476,+0.064,0.004
EKDRA,2452329.03879,+0.066,0.004
EKDRA,2452332.01984,+0.090,0.005
EKDRA,2452332.02393,+0.086,0.003
EKDRA,2452336.01418,+0.145,0.003
EKDRA,2452336.01818,+0.147,0.003
EKDRA,2452336.03873,+0.146,0.006
EKDRA,2452337.00663,+0.072,0.002
EKDRA,2452337.01065,+0.075,0.003
EKDRA,2452337.03657,+0.067,0.007
EKDRA,2452338.00589,+0.126,0.009
EKDRA,2452338.00992,+0.124,0.003
EKDRA,2452339.00454,+0.126,0.009
EKDRA,2452339.00860,+0.120,0.005
EKDRA,2452339.03043,+0.117,0.004
EKDRA,2452340.00428,+0.101,0.004
EKDRA,2452340.00831,+0.094,0.005
EKDRA,2452340.02758,+0.097,0.016
EKDRA,2452343.99251,+0.148,0.001
EKDRA,2452343.99655,+0.142,0.002
EKDRA,2452344.01781,+0.141,0.002
EKDRA,2452344.98536,+0.096,0.002
EKDRA,2452344.98940,+0.098,0.005
EKDRA,2452345.01388,+0.097,0.002
EKDRA,2452345.98561,+0.129,0.002
EKDRA,2452345.98968,+0.131,0.002
EKDRA,2452346.01148,+0.127,0.003
EKDRA,2452346.98337,+0.113,0.002
EKDRA,2452346.98741,+0.113,0.009
EKDRA,2452347.00789,+0.098,0.003
EKDRA,2452349.97521,+0.087,0.005
EKDRA,2452349.97925,+0.084,0.001
EKDRA,2452349.99975,+0.081,0.014
EKDRA,2452350.97458,+0.110,0.002
EKDRA,2452350.99764,+0.112,0.003
EKDRA,2452351.97025,+0.124,0.007
EKDRA,2452351.97432,+0.127,0.002
EKDRA,2452351.99497,+0.125,0.002
EKDRA,2452352.96791,+0.105,0.002
EKDRA,2452352.97199,+0.106,0.003
EKDRA,2452352.99342,+0.096,0.011
EKDRA,2452353.96582,+0.125,0.004
EKDRA,2452353.98991,+0.119,0.005
EKDRA,2452354.95729,+0.095,0.004
EKDRA,2452356.95735,+0.142,0.002
EKDRA,2452356.96139,+0.144,0.004
EKDRA,2452356.98063,+0.143,0.002
EKDRA,2452357.95018,+0.093,0.002
EKDRA,2452357.95425,+0.098,0.002
EKDRA,2452358.94711,+0.123,0.004
EKDRA,2452358.95115,+0.118,0.002
EKDRA,2452358.97573,+0.132,0.002
EKDRA,2452359.94876,+0.118,0.004
EKDRA,2452359.95280,+0.118,0.018
EKDRA,2452359.97421,+0.093,0.016
EKDRA,2452360.94034,+0.130,0.015
EKDRA,2452360.94446,+0.122,0.004
EKDRA,2452362.93922,+0.096,0.004
EKDRA,2452362.94327,+0.097,0.009
EKDRA,2452362.96612,+0.104,0.011
EKDRA,2452363.93699,+0.119,0.004
EKDRA,2452363.94103,+0.113,0.014
EKDRA,2452363.96174,+0.102,0.015
EKDRA,2452364.93001,+0.146,0.003
EKDRA,2452364.93406,+0.152,0.009
EKDRA,2452364.95927,+0.145,0.004
EKDRA,2452365.92798,+0.105,0.003
EKDRA,2452365.93202,+0.111,0.003
EKDRA,2452365.95660,+0.121,0.011
EKDRA,2452366.92764,+0.142,0.008
EKDRA,2452366.93168,+0.132,0.002
EKDRA,2452366.95355,+0.116,0.014
EKDRA,2452367.92231,+0.092,0.005
EKDRA,2452367.95071,+0.095,0.006
EKDRA,2452369.94496,+0.151,0.013
EKDRA,2452371.91143,+0.126,0.003
EKDRA,2452371.91547,+0.135,0.003
EKDRA,2452371.94021,+0.126,0.004
EKDRA,2452372.90770,+0.111,0.008
EKDRA,2452372.91176,+0.114,0.003
EKDRA,2452372.93701,+0.109,0.002
EKDRA,2452373.91056,+0.123,0.004
EKDRA,2452373.91459,+0.126,0.003
EKDRA,2452373.93577,+0.136,0.007
EKDRA,2452374.90248,+0.152,0.007
EKDRA,2452374.90650,+0.152,0.004
EKDRA,2452375.90103,+0.068,0.005
EKDRA,2452375.90510,+0.065,0.004
EKDRA,2452375.92855,+0.066,0.004
EKDRA,2452376.90150,+0.133,0.004
EKDRA,2452376.90556,+0.138,0.007
EKDRA,2452376.92627,+0.136,0.002
EKDRA,2452378.92081,+0.096,0.004
EKDRA,2452379.88998,+0.155,0.012
EKDRA,2452379.89406,+0.153,0.010
EKDRA,2452379.91742,+0.150,0.005
EKDRA,2452380.88722,+0.082,0.002
EKDRA,2452380.89130,+0.079,0.002
EKDRA,2452380.91675,+0.072,0.003
EKDRA,2452381.88508,+0.135,0.010
EKDRA,2452381.88921,+0.127,0.005
EKDRA,2452381.91352,+0.134,0.011
EKDRA,2452382.88057,+0.186,0.004
EKDRA,2452382.88465,+0.188,0.008
EKDRA,2452382.90947,+0.183,0.002
EKDRA,2452383.88136,+0.053,0.001
EKDRA,2452383.88547,+0.056,0.004
EKDRA,2452383.90831,+0.055,0.005
EKDRA,2452385.87342,+0.138,0.011
EKDRA,2452385.87748,+0.136,0.001
EKDRA,2452385.90305,+0.133,0.002
EKDRA,2452397.84361,+0.100,0.003
EKDRA,2452397.84769,+0.103,0.004
EKDRA,2452397.86846,+0.108,0.005
EKDRA,2452398.84178,+0.176,0.008
EKDRA,2452399.83850,+0.082,0.003
EKDRA,2452399.84259,+0.086,0.005
EKDRA,2452400.83539,+0.137,0.005
EKDRA,2452400.83949,+0.145,0.002
EKDRA,2452400.86019,+0.148,0.002
EKDRA,2452401.83300,+0.116,0.006
EKDRA,2452401.83706,+0.120,0.008
EKDRA,2452401.85871,+0.101,0.018
EKDRA,2452402.82856,+0.094,0.002
EKDRA,2452402.83269,+0.096,0.002
EKDRA,2452402.85420,+0.098,0.001
EKDRA,2452403.82758,+0.164,0.008
EKDRA,2452403.83165,+0.168,0.007
EKDRA,2452404.82182,+0.085,0.010
EKDRA,2452404.82591,+0.102,0.014
EKDRA,2452404.84930,+0.100,0.006
EKDRA,2452405.82130,+0.104,0.005
EKDRA,2452405.82538,+0.103,0.004
EKDRA,2452405.84776,+0.109,0.003
EKDRA,2452406.81702,+0.135,0.004
EKDRA,2452406.82111,+0.131,0.006
EKDRA,2452406.84490,+0.138,0.004
EKDRA,2452408.81182,+0.151,0.005
EKDRA,2452408.81588,+0.154,0.008
EKDRA,2452408.83809,+0.147,0.005
EKDRA,2452409.83584,+0.097,0.005
EKDRA,2452411.80601,+0.154,0.004
EKDRA,2452411.81011,+0.150,0.002
EKDRA,2452411.82958,+0.152,0.001
EKDRA,2452412.79924,+0.098,0.009
EKDRA,2452412.80330,+0.120,0.009
EKDRA,2452412.82703,+0.111,0.002
EKDRA,2452413.79866,+0.145,0.015
EKDRA,2452414.79620,+0.114,0.016
EKDRA,2452414.82111,+0.101,0.007
EKDRA,2452415.79335,+0.117,0.002
EKDRA,2452415.79745,+0.114,0.003
EKDRA,2452415.81891,+0.126,0.006
EKDRA,2452416.78847,+0.155,0.008
EKDRA,2452416.79255,+0.153,0.006
EKDRA,2452416.81592,+0.152,0.002
EKDRA,2452417.81457,+0.094,0.004
EKDRA,2452418.78506,+0.115,0.010
EKDRA,2452418.78916,+0.129,0.012
EKDRA,2452418.81034,+0.123,0.007
EKDRA,2452419.77992,+0.138,0.005
EKDRA,2452419.78399,+0.125,0.007
EKDRA,2452419.80773,+0.133,0.004
EKDRA,2452420.80510,+0.109,0.012
EKDRA,2452421.77500,+0.152,0.008
EKDRA,2452421.77907,+0.153,0.014
EKDRA,2452421.80109,+0.162,0.007
EKDRA,2452422.77117,+0.093,0.009
EKDRA,2452422.77525,+0.076,0.009
EKDRA,2452422.79955,+0.083,0.007
EKDRA,2452423.76778,+0.121,0.013
EKDRA,2452423.77185,+0.119,0.007
EKDRA,2452423.79819,+0.117,0.004
EKDRA,2452424.76655,+0.162,0.014
EKDRA,2452424.77062,+0.160,0.009
EKDRA,2452424.79367,+0.168,0.005
EKDRA,2452425.76348,+0.086,0.014
EKDRA,2452425.76755,+0.075,0.016
EKDRA,2452425.79120,+0.096,0.010
EKDRA,2452426.78810,+0.135,0.007
EKDRA,2452427.75724,+0.124,0.013
EKDRA,2452427.76130,+0.131,0.009
EKDRA,2452427.78601,+0.106,0.008
EKDRA,2452428.75362,+0.078,0.006
EKDRA,2452428.75770,+0.106,0.005
EKDRA,2452428.78254,+0.079,0.015
EKDRA,2452429.75458,+0.195,0.012
EKDRA,2452429.75864,+0.209,0.009
EKDRA,2452429.77962,+0.191,0.003
EKDRA,2452430.75445,+0.073,0.010
EKDRA,2452430.77705,+0.069,0.006
EKDRA,2452431.75190,+0.087,0.018
EKDRA,2452431.75598,+0.103,0.010
EKDRA,2452431.77429,+0.113,0.005
EKDRA,2452432.78192,+0.161,0.017
EKDRA,2452433.74614,+0.075,0.003
EKDRA,2452433.77184,+0.073,0.004
EKDRA,2452434.74307,+0.147,0.011
EKDRA,2452434.74716,+0.150,0.006
EKDRA,2452434.76571,+0.163,0.018
EKDRA,2452435.73665,+0.125,0.010
EKDRA,2452435.74072,+0.105,0.010
EKDRA,2452435.76310,+0.108,0.005
EKDRA,2452437.73155,+0.197,0.016
EKDRA,2452437.73563,+0.180,0.013
EKDRA,2452438.72911,+0.095,0.015
EKDRA,2452438.73318,+0.072,0.013
EKDRA,2452438.75551,+0.103,0.008
EKDRA,2452439.72322,+0.111,0.014
EKDRA,2452439.75238,+0.103,0.007
EKDRA,2452442.71715,+0.150,0.014
EKDRA,2452442.74570,+0.146,0.011
EKDRA,2452443.71423,+0.116,0.003
EKDRA,2452443.71855,+0.115,0.007
EKDRA,2452443.74349,+0.128,0.009
EKDRA,2452444.71280,+0.085,0.018
EKDRA,2452444.71687,+0.074,0.008
EKDRA,2452444.74033,+0.098,0.010
EKDRA,2452445.71352,+0.152,0.011
EKDRA,2452445.71761,+0.149,0.012
EKDRA,2452445.73551,+0.171,0.018
EKDRA,2452446.70851,+0.127,0.012
EKDRA,2452446.73354,+0.139,0.014
EKDRA,2452447.70683,+0.102,0.013
EKDRA,2452447.71090,+0.104,0.006
EKDRA,2452447.73066,+0.121,0.016
EKDRA,2452448.72791,+0.134,0.010
EKDRA,2452449.70431,+0.106,0.018
EKDRA,2452449.70839,+0.112,0.013
EKDRA,2452449.72575,+0.109,0.011
EKDRA,2452450.69213,+0.173,0.018
EKDRA,2452451.69887,+0.087,0.011
EKDRA,2452452.71668,+0.104,0.012
EKDRA,2452454.68670,+0.114,0.013
EKDRA,2452454.71241,+0.135,0.019
EKDRA,2452459.67875,+0.109,0.013
EKDRA,2452459.71484,+0.103,0.008
EKDRA,2452460.66895,+0.106,0.013
EKDRA,2452461.66462,+0.090,0.015
EKDRA,2452461.71020,+0.090,0.015
EKDRA,2452462.66883,+0.153,0.017
EKDRA,2452706.00317,+0.124,0.007
EKDRA,2452706.00737,+0.127,0.002
EKDRA,2452706.02736,+0.113,0.005
EKDRA,2452707.00099,+0.092,0.005
EKDRA,2452707.00522,+0.086,0.003
EKDRA,2452707.02455,+0.092,0.004
EKDRA,2452707.99609,+0.075,0.008
EKDRA,2452708.00030,+0.064,0.004
EKDRA,2452708.99473,+0.138,0.002
EKDRA,2452709.01988,+0.132,0.004
EKDRA,2452709.99260,+0.067,0.004
EKDRA,2452709.99683,+0.069,0.006
EKDRA,2452710.01918,+0.064,0.012
EKDRA,2452710.98839,+0.095,0.008
EKDRA,2452710.99257,+0.090,0.004
EKDRA,2452711.01393,+0.093,0.004
EKDRA,2452721.95387,+0.098,0.002
EKDRA,2452721.95807,+0.099,0.003
EKDRA,2452721.98326,+0.099,0.004
EKDRA,2452722.95799,+0.120,0.003
EKDRA,2452722.96218,+0.106,0.012
EKDRA,2452722.98121,+0.090,0.003
EKDRA,2452723.94945,+0.060,0.002
EKDRA,2452723.95364,+0.066,0.003
EKDRA,2452723.97883,+0.066,0.007
EKDRA,2452724.95141,+0.116,0.004
EKDRA,2452724.95562,+0.115,0.004
EKDRA,2452724.97795,+0.115,0.003
EKDRA,2452725.94574,+0.085,0.007
EKDRA,2452725.94981,+0.072,0.002
EKDRA,2452725.97082,+0.081,0.002
EKDRA,2452726.94074,+0.080,0.003
EKDRA,2452726.94479,+0.088,0.006
EKDRA,2452726.96869,+0.093,0.004
EKDRA,2452728.93571,+0.087,0.003
EKDRA,2452728.93992,+0.089,0.004
EKDRA,2452728.96516,+0.087,0.002
EKDRA,2452727.93834,+0.143,0.013
EKDRA,2452729.93317,+0.088,0.007
EKDRA,2452729.93738,+0.102,0.006
EKDRA,2452729.96256,+0.098,0.002
EKDRA,2452730.93478,+0.088,0.005
EKDRA,2452730.93899,+0.092,0.001
EKDRA,2452730.96002,+0.091,0.005
EKDRA,2452732.92858,+0.100,0.004
EKDRA,2452732.93265,+0.099,0.007
EKDRA,2452732.95374,+0.100,0.003
EKDRA,2452733.92195,+0.099,0.003
EKDRA,2452733.92616,+0.100,0.004
EKDRA,2452733.95137,+0.103,0.005
EKDRA,2452734.92393,+0.097,0.003
EKDRA,2452734.92802,+0.098,0.001
EKDRA,2452734.94602,+0.105,0.002
EKDRA,2452735.92125,+0.088,0.002
EKDRA,2452735.92545,+0.084,0.004
EKDRA,2452735.94779,+0.090,0.005
EKDRA,2452736.91533,+0.122,0.005
EKDRA,2452736.91943,+0.126,0.006
EKDRA,2452736.94220,+0.116,0.002
EKDRA,2452737.90936,+0.134,0.002
EKDRA,2452737.91355,+0.102,0.002
EKDRA,2452737.94079,+0.107,0.004
EKDRA,2452740.90148,+0.089,0.001
EKDRA,2452740.90554,+0.086,0.001
EKDRA,2452740.93018,+0.083,0.004
EKDRA,2452749.87640,+0.078,0.002
EKDRA,2452749.88047,+0.089,0.002
EKDRA,2452749.90483,+0.093,0.002
EKDRA,2452751.87182,+0.036,0.006
EKDRA,2452751.87589,+0.028,0.004
EKDRA,2452750.87427,+0.150,0.008
EKDRA,2452750.90184,+0.143,0.001
EKDRA,2452753.87291,+0.118,0.003
EKDRA,2452753.91555,+0.107,0.003
EKDRA,2452752.89675,+0.112,0.006
EKDRA,2452754.86647,+0.048,0.004
EKDRA,2452754.87058,+0.053,0.002
EKDRA,2452754.89099,+0.049,0.003
EKDRA,2452755.86118,+0.139,0.011
EKDRA,2452755.86524,+0.131,0.001
EKDRA,2452755.88810,+0.138,0.005
EKDRA,2452757.85849,+0.079,0.006
EKDRA,2452757.86257,+0.067,0.004
EKDRA,2452757.88282,+0.087,0.009
EKDRA,2452759.84748,+0.031,0.006
EKDRA,2452759.85155,+0.035,0.003
EKDRA,2452759.87714,+0.036,0.002
EKDRA,2452758.86383,+0.146,0.005
EKDRA,2452760.85017,+0.100,0.006
EKDRA,2452760.85426,+0.092,0.002
EKDRA,2452760.87469,+0.099,0.005
EKDRA,2452761.84539,+0.101,0.008
EKDRA,2452761.84945,+0.098,0.005
